ubigeoReniec,department,province,district,region,status
40208,AREQUIPA,CAYLLOMA,HUANCA,AREQUIPA,A
40209,AREQUIPA,CAYLLOMA,ICHUPAMPA,AREQUIPA,A
40210,AREQUIPA,CAYLLOMA,LARI,AREQUIPA,A
40211,AREQUIPA,CAYLLOMA,LLUTA,AREQUIPA,A
40212,AREQUIPA,CAYLLOMA,MACA,AREQUIPA,A
40213,AREQUIPA,CAYLLOMA,MADRIGAL,AREQUIPA,A
40214,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,AREQUIPA,A
40215,AREQUIPA,CAYLLOMA,SIBAYO,AREQUIPA,A
40216,AREQUIPA,CAYLLOMA,TAPAY,AREQUIPA,A
40217,AREQUIPA,CAYLLOMA,TISCO,AREQUIPA,A
40218,AREQUIPA,CAYLLOMA,TUTI,AREQUIPA,A
40219,AREQUIPA,CAYLLOMA,YANQUE,AREQUIPA,A
40220,AREQUIPA,CAYLLOMA,MAJES,AREQUIPA,A
40601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,AREQUIPA,A
40602,AREQUIPA,CONDESUYOS,ANDARAY,AREQUIPA,A
40603,AREQUIPA,CONDESUYOS,CAYARANI,AREQUIPA,A
40604,AREQUIPA,CONDESUYOS,CHICHAS,AREQUIPA,A
40605,AREQUIPA,CONDESUYOS,IRAY,AREQUIPA,A
40608,AREQUIPA,CONDESUYOS,RIO GRANDE,AREQUIPA,A
40606,AREQUIPA,CONDESUYOS,SALAMANCA,AREQUIPA,A
40607,AREQUIPA,CONDESUYOS,YANAQUIHUA,AREQUIPA,A
40701,AREQUIPA,ISLAY,MOLLENDO,AREQUIPA,A
40702,AREQUIPA,ISLAY,COCACHACRA,AREQUIPA,A
40703,AREQUIPA,ISLAY,DEAN VALDIVIA,AREQUIPA,A
40704,AREQUIPA,ISLAY,ISLAY,AREQUIPA,A
40705,AREQUIPA,ISLAY,MEJIA,AREQUIPA,A
40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,AREQUIPA,A
40801,AREQUIPA,LA UNION,COTAHUASI,AREQUIPA,A
40802,AREQUIPA,LA UNION,ALCA,AREQUIPA,A
40803,AREQUIPA,LA UNION,CHARCANA,AREQUIPA,A
40804,AREQUIPA,LA UNION,HUAYNACOTAS,AREQUIPA,A
40805,AREQUIPA,LA UNION,PAMPAMARCA,AREQUIPA,A
40806,AREQUIPA,LA UNION,PUYCA,AREQUIPA,A
40807,AREQUIPA,LA UNION,QUECHUALLA,AREQUIPA,A
40808,AREQUIPA,LA UNION,SAYLA,AREQUIPA,A
40809,AREQUIPA,LA UNION,TAURIA,AREQUIPA,A
40810,AREQUIPA,LA UNION,TOMEPAMPA,AREQUIPA,A
40811,AREQUIPA,LA UNION,TORO,AREQUIPA,A
50101,AYACUCHO,HUAMANGA,AYACUCHO,AYACUCHO,A
50111,AYACUCHO,HUAMANGA,ACOCRO,AYACUCHO,A
50102,AYACUCHO,HUAMANGA,ACOS VINCHOS,AYACUCHO,A
50103,AYACUCHO,HUAMANGA,CARMEN ALTO,AYACUCHO,A
50104,AYACUCHO,HUAMANGA,CHIARA,AYACUCHO,A
50113,AYACUCHO,HUAMANGA,OCROS,AYACUCHO,A
50114,AYACUCHO,HUAMANGA,PACAYCASA,AYACUCHO,A
50105,AYACUCHO,HUAMANGA,QUINUA,AYACUCHO,A
50106,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,AYACUCHO,A
50107,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,AYACUCHO,A
50108,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,AYACUCHO,A
50112,AYACUCHO,HUAMANGA,SOCOS,AYACUCHO,A
50110,AYACUCHO,HUAMANGA,TAMBILLO,AYACUCHO,A
50109,AYACUCHO,HUAMANGA,VINCHOS,AYACUCHO,A
50115,AYACUCHO,HUAMANGA,JESUS NAZARENO,AYACUCHO,A
50116,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,AYACUCHO,A
50201,AYACUCHO,CANGALLO,CANGALLO,AYACUCHO,A
50204,AYACUCHO,CANGALLO,CHUSCHI,AYACUCHO,A
50206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,AYACUCHO,A
50211,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,AYACUCHO,A
50207,AYACUCHO,CANGALLO,PARAS,AYACUCHO,A
50208,AYACUCHO,CANGALLO,TOTOS,AYACUCHO,A
50801,AYACUCHO,HUANCA SANCOS,SANCOS,AYACUCHO,A
50804,AYACUCHO,HUANCA SANCOS,CARAPO,AYACUCHO,A
50802,AYACUCHO,HUANCA SANCOS,SACSAMARCA,AYACUCHO,A
50803,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,AYACUCHO,A
50301,AYACUCHO,HUANTA,HUANTA,AYACUCHO,A
50302,AYACUCHO,HUANTA,AYAHUANCO,AYACUCHO,A
50303,AYACUCHO,HUANTA,HUAMANGUILLA,AYACUCHO,A
50304,AYACUCHO,HUANTA,IGUAIN,AYACUCHO,A
50305,AYACUCHO,HUANTA,LURICOCHA,AYACUCHO,A
50307,AYACUCHO,HUANTA,SANTILLANA,AYACUCHO,A
50308,AYACUCHO,HUANTA,SIVIA,AYACUCHO,A
50309,AYACUCHO,HUANTA,LLOCHEGUA,AYACUCHO,A
50310,AYACUCHO,HUANTA,CANAYRE,AYACUCHO,A
50311,AYACUCHO,HUANTA,UCHURACCAY,AYACUCHO,A
50312,AYACUCHO,HUANTA,PUCACOLPA,AYACUCHO,A
50313,AYACUCHO,HUANTA,CHACA,AYACUCHO,A
50401,AYACUCHO,LA MAR,SAN MIGUEL,AYACUCHO,A
50402,AYACUCHO,LA MAR,ANCO,AYACUCHO,A
50403,AYACUCHO,LA MAR,AYNA,AYACUCHO,A
50404,AYACUCHO,LA MAR,CHILCAS,AYACUCHO,A
50405,AYACUCHO,LA MAR,CHUNGUI,AYACUCHO,A
50407,AYACUCHO,LA MAR,LUIS CARRANZA,AYACUCHO,A
50408,AYACUCHO,LA MAR,SANTA ROSA,AYACUCHO,A
50406,AYACUCHO,LA MAR,TAMBO,AYACUCHO,A
50409,AYACUCHO,LA MAR,SAMUGARI,AYACUCHO,A
50410,AYACUCHO,LA MAR,ANCHIHUAY,AYACUCHO,A
50411,AYACUCHO,LA MAR,ORONCCOY,AYACUCHO,A
50501,AYACUCHO,LUCANAS,PUQUIO,AYACUCHO,A
50502,AYACUCHO,LUCANAS,AUCARA,AYACUCHO,A
50503,AYACUCHO,LUCANAS,CABANA,AYACUCHO,A
50504,AYACUCHO,LUCANAS,CARMEN SALCEDO,AYACUCHO,A
50506,AYACUCHO,LUCANAS,CHAVIÑA,AYACUCHO,A
50508,AYACUCHO,LUCANAS,CHIPAO,AYACUCHO,A
50510,AYACUCHO,LUCANAS,HUAC-HUAS,AYACUCHO,A
50511,AYACUCHO,LUCANAS,LARAMATE,AYACUCHO,A
50512,AYACUCHO,LUCANAS,LEONCIO PRADO,AYACUCHO,A
50514,AYACUCHO,LUCANAS,LLAUTA,AYACUCHO,A
50513,AYACUCHO,LUCANAS,LUCANAS,AYACUCHO,A
50516,AYACUCHO,LUCANAS,OCAÑA,AYACUCHO,A
50517,AYACUCHO,LUCANAS,OTOCA,AYACUCHO,A
50529,AYACUCHO,LUCANAS,SAISA,AYACUCHO,A
50532,AYACUCHO,LUCANAS,SAN CRISTOBAL,AYACUCHO,A
50521,AYACUCHO,LUCANAS,SAN JUAN,AYACUCHO,A
50522,AYACUCHO,LUCANAS,SAN PEDRO,AYACUCHO,A
50531,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,AYACUCHO,A
50520,AYACUCHO,LUCANAS,SANCOS,AYACUCHO,A
50524,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,AYACUCHO,A
50525,AYACUCHO,LUCANAS,SANTA LUCIA,AYACUCHO,A
50601,AYACUCHO,PARINACOCHAS,CORACORA,AYACUCHO,A
50605,AYACUCHO,PARINACOCHAS,CHUMPI,AYACUCHO,A
50604,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,AYACUCHO,A
50608,AYACUCHO,PARINACOCHAS,PACAPAUSA,AYACUCHO,A
50611,AYACUCHO,PARINACOCHAS,PULLO,AYACUCHO,A
50612,AYACUCHO,PARINACOCHAS,PUYUSCA,AYACUCHO,A
50615,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,AYACUCHO,A
50616,AYACUCHO,PARINACOCHAS,UPAHUACHO,AYACUCHO,A
51001,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,AYACUCHO,A
51002,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,AYACUCHO,A
51003,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,AYACUCHO,A
51004,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,AYACUCHO,A
51005,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,AYACUCHO,A
51006,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,AYACUCHO,A
51007,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,AYACUCHO,A
51008,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,AYACUCHO,A
51009,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,AYACUCHO,A
51010,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,AYACUCHO,A
51101,AYACUCHO,SUCRE,QUEROBAMBA,AYACUCHO,A
51102,AYACUCHO,SUCRE,BELEN,AYACUCHO,A
51103,AYACUCHO,SUCRE,CHALCOS,AYACUCHO,A
51110,AYACUCHO,SUCRE,CHILCAYOC,AYACUCHO,A
51109,AYACUCHO,SUCRE,HUACAÑA,AYACUCHO,A
51111,AYACUCHO,SUCRE,MORCOLLA,AYACUCHO,A
51105,AYACUCHO,SUCRE,PAICO,AYACUCHO,A
51107,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,AYACUCHO,A
51104,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,AYACUCHO,A
51106,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,AYACUCHO,A
51108,AYACUCHO,SUCRE,SORAS,AYACUCHO,A
50701,AYACUCHO,VICTOR FAJARDO,HUANCAPI,AYACUCHO,A
50702,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,AYACUCHO,A
50703,AYACUCHO,VICTOR FAJARDO,APONGO,AYACUCHO,A
50715,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,AYACUCHO,A
50704,AYACUCHO,VICTOR FAJARDO,CANARIA,AYACUCHO,A
50706,AYACUCHO,VICTOR FAJARDO,CAYARA,AYACUCHO,A
50707,AYACUCHO,VICTOR FAJARDO,COLCA,AYACUCHO,A
50709,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,AYACUCHO,A
50710,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,AYACUCHO,A
50708,AYACUCHO,VICTOR FAJARDO,HUAYA,AYACUCHO,A
50713,AYACUCHO,VICTOR FAJARDO,SARHUA,AYACUCHO,A
50714,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,AYACUCHO,A
50901,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,AYACUCHO,A
50903,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,AYACUCHO,A
50904,AYACUCHO,VILCAS HUAMAN,CARHUANCA,AYACUCHO,A
50905,AYACUCHO,VILCAS HUAMAN,CONCEPCION,AYACUCHO,A
50906,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,AYACUCHO,A
50908,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,AYACUCHO,A
50907,AYACUCHO,VILCAS HUAMAN,SAURAMA,AYACUCHO,A
50902,AYACUCHO,VILCAS HUAMAN,VISCHONGO,AYACUCHO,A
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,CAJAMARCA,A
60102,CAJAMARCA,CAJAMARCA,ASUNCION,CAJAMARCA,A
60104,CAJAMARCA,CAJAMARCA,CHETILLA,CAJAMARCA,A
60103,CAJAMARCA,CAJAMARCA,COSPAN,CAJAMARCA,A
60105,CAJAMARCA,CAJAMARCA,ENCAÑADA,CAJAMARCA,A
60106,CAJAMARCA,CAJAMARCA,JESUS,CAJAMARCA,A
60108,CAJAMARCA,CAJAMARCA,LLACANORA,CAJAMARCA,A
60107,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,CAJAMARCA,A
60109,CAJAMARCA,CAJAMARCA,MAGDALENA,CAJAMARCA,A
60110,CAJAMARCA,CAJAMARCA,MATARA,CAJAMARCA,A
60111,CAJAMARCA,CAJAMARCA,NAMORA,CAJAMARCA,A
60112,CAJAMARCA,CAJAMARCA,SAN JUAN,CAJAMARCA,A
60201,CAJAMARCA,CAJABAMBA,CAJABAMBA,CAJAMARCA,A
60202,CAJAMARCA,CAJABAMBA,CACHACHI,CAJAMARCA,A
60203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,CAJAMARCA,A
60205,CAJAMARCA,CAJABAMBA,SITACOCHA,CAJAMARCA,A
60301,CAJAMARCA,CELENDIN,CELENDIN,CAJAMARCA,A
60303,CAJAMARCA,CELENDIN,CHUMUCH,CAJAMARCA,A
60302,CAJAMARCA,CELENDIN,CORTEGANA,CAJAMARCA,A
60304,CAJAMARCA,CELENDIN,HUASMIN,CAJAMARCA,A
60305,CAJAMARCA,CELENDIN,JORGE CHAVEZ,CAJAMARCA,A
60306,CAJAMARCA,CELENDIN,JOSE GALVEZ,CAJAMARCA,A
60307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,CAJAMARCA,A
60308,CAJAMARCA,CELENDIN,OXAMARCA,CAJAMARCA,A
60309,CAJAMARCA,CELENDIN,SOROCHUCO,CAJAMARCA,A
60310,CAJAMARCA,CELENDIN,SUCRE,CAJAMARCA,A
60311,CAJAMARCA,CELENDIN,UTCO,CAJAMARCA,A
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,CAJAMARCA,A
60601,CAJAMARCA,CHOTA,CHOTA,CAJAMARCA,A
60602,CAJAMARCA,CHOTA,ANGUIA,CAJAMARCA,A
60605,CAJAMARCA,CHOTA,CHADIN,CAJAMARCA,A
60606,CAJAMARCA,CHOTA,CHIGUIRIP,CAJAMARCA,A
60607,CAJAMARCA,CHOTA,CHIMBAN,CAJAMARCA,A
60618,CAJAMARCA,CHOTA,CHOROPAMPA,CAJAMARCA,A
60603,CAJAMARCA,CHOTA,COCHABAMBA,CAJAMARCA,A
60604,CAJAMARCA,CHOTA,CONCHAN,CAJAMARCA,A
60608,CAJAMARCA,CHOTA,HUAMBOS,CAJAMARCA,A
60609,CAJAMARCA,CHOTA,LAJAS,CAJAMARCA,A
60610,CAJAMARCA,CHOTA,LLAMA,CAJAMARCA,A
60611,CAJAMARCA,CHOTA,MIRACOSTA,CAJAMARCA,A
60612,CAJAMARCA,CHOTA,PACCHA,CAJAMARCA,A
60613,CAJAMARCA,CHOTA,PION,CAJAMARCA,A
60614,CAJAMARCA,CHOTA,QUEROCOTO,CAJAMARCA,A
60617,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,CAJAMARCA,A
60615,CAJAMARCA,CHOTA,TACABAMBA,CAJAMARCA,A
60616,CAJAMARCA,CHOTA,TOCMOCHE,CAJAMARCA,A
60619,CAJAMARCA,CHOTA,CHALAMARCA,CAJAMARCA,A
60401,CAJAMARCA,CONTUMAZA,CONTUMAZA,CAJAMARCA,A
60403,CAJAMARCA,CONTUMAZA,CHILETE,CAJAMARCA,A
60406,CAJAMARCA,CONTUMAZA,CUPISNIQUE,CAJAMARCA,A
60404,CAJAMARCA,CONTUMAZA,GUZMANGO,CAJAMARCA,A
60405,CAJAMARCA,CONTUMAZA,SAN BENITO,CAJAMARCA,A
60409,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLEDO,CAJAMARCA,A
60407,CAJAMARCA,CONTUMAZA,TANTARICA,CAJAMARCA,A
60408,CAJAMARCA,CONTUMAZA,YONAN,CAJAMARCA,A
60501,CAJAMARCA,CUTERVO,CUTERVO,CAJAMARCA,A
60502,CAJAMARCA,CUTERVO,CALLAYUC,CAJAMARCA,A
60504,CAJAMARCA,CUTERVO,CHOROS,CAJAMARCA,A
60503,CAJAMARCA,CUTERVO,CUJILLO,CAJAMARCA,A
60505,CAJAMARCA,CUTERVO,LA RAMADA,CAJAMARCA,A
60506,CAJAMARCA,CUTERVO,PIMPINGOS,CAJAMARCA,A
60507,CAJAMARCA,CUTERVO,QUEROCOTILLO,CAJAMARCA,A
60508,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,CAJAMARCA,A
60509,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,CAJAMARCA,A
60510,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,CAJAMARCA,A
60511,CAJAMARCA,CUTERVO,SANTA CRUZ,CAJAMARCA,A
60512,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,CAJAMARCA,A
60513,CAJAMARCA,CUTERVO,SANTO TOMAS,CAJAMARCA,A
60514,CAJAMARCA,CUTERVO,SOCOTA,CAJAMARCA,A
60515,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,CAJAMARCA,A
60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,CAJAMARCA,A
60702,CAJAMARCA,HUALGAYOC,CHUGUR,CAJAMARCA,A
60703,CAJAMARCA,HUALGAYOC,HUALGAYOC,CAJAMARCA,A
60801,CAJAMARCA,JAEN,JAEN,CAJAMARCA,A
60802,CAJAMARCA,JAEN,BELLAVISTA,CAJAMARCA,A
60804,CAJAMARCA,JAEN,CHONTALI,CAJAMARCA,A
60803,CAJAMARCA,JAEN,COLASAY,CAJAMARCA,A
60812,CAJAMARCA,JAEN,HUABAL,CAJAMARCA,A
60811,CAJAMARCA,JAEN,LAS PIRIAS,CAJAMARCA,A
60805,CAJAMARCA,JAEN,POMAHUACA,CAJAMARCA,A
60806,CAJAMARCA,JAEN,PUCARA,CAJAMARCA,A
60807,CAJAMARCA,JAEN,SALLIQUE,CAJAMARCA,A
60808,CAJAMARCA,JAEN,SAN FELIPE,CAJAMARCA,A
60809,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,CAJAMARCA,A
60810,CAJAMARCA,JAEN,SANTA ROSA,CAJAMARCA,A
61101,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,CAJAMARCA,A
61102,CAJAMARCA,SAN IGNACIO,CHIRINOS,CAJAMARCA,A
61103,CAJAMARCA,SAN IGNACIO,HUARANGO,CAJAMARCA,A
61105,CAJAMARCA,SAN IGNACIO,LA COIPA,CAJAMARCA,A
61104,CAJAMARCA,SAN IGNACIO,NAMBALLE,CAJAMARCA,A
61106,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,CAJAMARCA,A
61107,CAJAMARCA,SAN IGNACIO,TABACONAS,CAJAMARCA,A
61201,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,CAJAMARCA,A
61207,CAJAMARCA,SAN MARCOS,CHANCAY,CAJAMARCA,A
61205,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,CAJAMARCA,A
61203,CAJAMARCA,SAN MARCOS,GREGORIO PITA,CAJAMARCA,A
61202,CAJAMARCA,SAN MARCOS,ICHOCAN,CAJAMARCA,A
61204,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,CAJAMARCA,A
61206,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,CAJAMARCA,A
61001,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,CAJAMARCA,A
61013,CAJAMARCA,SAN MIGUEL,BOLIVAR,CAJAMARCA,A
61002,CAJAMARCA,SAN MIGUEL,CALQUIS,CAJAMARCA,A
61012,CAJAMARCA,SAN MIGUEL,CATILLUC,CAJAMARCA,A
61009,CAJAMARCA,SAN MIGUEL,EL PRADO,CAJAMARCA,A
61003,CAJAMARCA,SAN MIGUEL,LA FLORIDA,CAJAMARCA,A
61004,CAJAMARCA,SAN MIGUEL,LLAPA,CAJAMARCA,A
61005,CAJAMARCA,SAN MIGUEL,NANCHOC,CAJAMARCA,A
61006,CAJAMARCA,SAN MIGUEL,NIEPOS,CAJAMARCA,A
61007,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,CAJAMARCA,A
61008,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,CAJAMARCA,A
61011,CAJAMARCA,SAN MIGUEL,TONGOD,CAJAMARCA,A
61010,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,CAJAMARCA,A
61301,CAJAMARCA,SAN PABLO,SAN PABLO,CAJAMARCA,A
61302,CAJAMARCA,SAN PABLO,SAN BERNARDINO,CAJAMARCA,A
61303,CAJAMARCA,SAN PABLO,SAN LUIS,CAJAMARCA,A
61304,CAJAMARCA,SAN PABLO,TUMBADEN,CAJAMARCA,A
60901,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,CAJAMARCA,A
60910,CAJAMARCA,SANTA CRUZ,ANDABAMBA,CAJAMARCA,A
60902,CAJAMARCA,SANTA CRUZ,CATACHE,CAJAMARCA,A
60903,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,CAJAMARCA,A
60904,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,CAJAMARCA,A
60905,CAJAMARCA,SANTA CRUZ,NINABAMBA,CAJAMARCA,A
60906,CAJAMARCA,SANTA CRUZ,PULAN,CAJAMARCA,A
60911,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,CAJAMARCA,A
60907,CAJAMARCA,SANTA CRUZ,SEXI,CAJAMARCA,A
60908,CAJAMARCA,SANTA CRUZ,UTICYACU,CAJAMARCA,A
60909,CAJAMARCA,SANTA CRUZ,YAUYUCAN,CAJAMARCA,A
240101,CALLAO,CALLAO,CALLAO,CALLAO,A
240102,CALLAO,CALLAO,BELLAVISTA,CALLAO,A
240104,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,CALLAO,A
240105,CALLAO,CALLAO,LA PERLA,CALLAO,A
240103,CALLAO,CALLAO,LA PUNTA,CALLAO,A
240106,CALLAO,CALLAO,VENTANILLA,CALLAO,A
240107,CALLAO,CALLAO,MI PERU,CALLAO,A
70101,CUSCO,CUSCO,CUSCO,CUSCO,A
70102,CUSCO,CUSCO,CCORCA,CUSCO,A
70103,CUSCO,CUSCO,POROY,CUSCO,A
70104,CUSCO,CUSCO,SAN JERONIMO,CUSCO,A
70105,CUSCO,CUSCO,SAN SEBASTIAN,CUSCO,A
70106,CUSCO,CUSCO,SANTIAGO,CUSCO,A
70107,CUSCO,CUSCO,SAYLLA,CUSCO,A
70108,CUSCO,CUSCO,WANCHAQ,CUSCO,A
70201,CUSCO,ACOMAYO,ACOMAYO,CUSCO,A
70202,CUSCO,ACOMAYO,ACOPIA,CUSCO,A
70203,CUSCO,ACOMAYO,ACOS,CUSCO,A
70207,CUSCO,ACOMAYO,MOSOC LLACTA,CUSCO,A
70204,CUSCO,ACOMAYO,POMACANCHI,CUSCO,A
70205,CUSCO,ACOMAYO,RONDOCAN,CUSCO,A
70206,CUSCO,ACOMAYO,SANGARARA,CUSCO,A
70301,CUSCO,ANTA,ANTA,CUSCO,A
70309,CUSCO,ANTA,ANCAHUASI,CUSCO,A
70308,CUSCO,ANTA,CACHIMAYO,CUSCO,A
70302,CUSCO,ANTA,CHINCHAYPUJIO,CUSCO,A
70303,CUSCO,ANTA,HUAROCONDO,CUSCO,A
70304,CUSCO,ANTA,LIMATAMBO,CUSCO,A
70305,CUSCO,ANTA,MOLLEPATA,CUSCO,A
70306,CUSCO,ANTA,PUCYURA,CUSCO,A
70307,CUSCO,ANTA,ZURITE,CUSCO,A
70401,CUSCO,CALCA,CALCA,CUSCO,A
70402,CUSCO,CALCA,COYA,CUSCO,A
70403,CUSCO,CALCA,LAMAY,CUSCO,A
70404,CUSCO,CALCA,LARES,CUSCO,A
70405,CUSCO,CALCA,PISAC,CUSCO,A
70406,CUSCO,CALCA,SAN SALVADOR,CUSCO,A
70407,CUSCO,CALCA,TARAY,CUSCO,A
70408,CUSCO,CALCA,YANATILE,CUSCO,A
70501,CUSCO,CANAS,YANAOCA,CUSCO,A
70502,CUSCO,CANAS,CHECCA,CUSCO,A
70503,CUSCO,CANAS,KUNTURKANKI,CUSCO,A
70504,CUSCO,CANAS,LANGUI,CUSCO,A
70505,CUSCO,CANAS,LAYO,CUSCO,A
70506,CUSCO,CANAS,PAMPAMARCA,CUSCO,A
70507,CUSCO,CANAS,QUEHUE,CUSCO,A
70508,CUSCO,CANAS,TUPAC AMARU,CUSCO,A
70601,CUSCO,CANCHIS,SICUANI,CUSCO,A
70603,CUSCO,CANCHIS,CHECACUPE,CUSCO,A
70602,CUSCO,CANCHIS,COMBAPATA,CUSCO,A
70604,CUSCO,CANCHIS,MARANGANI,CUSCO,A
70605,CUSCO,CANCHIS,PITUMARCA,CUSCO,A
70606,CUSCO,CANCHIS,SAN PABLO,CUSCO,A
70607,CUSCO,CANCHIS,SAN PEDRO,CUSCO,A
70608,CUSCO,CANCHIS,TINTA,CUSCO,A
70701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,CUSCO,A
70702,CUSCO,CHUMBIVILCAS,CAPACMARCA,CUSCO,A
70704,CUSCO,CHUMBIVILCAS,CHAMACA,CUSCO,A
70703,CUSCO,CHUMBIVILCAS,COLQUEMARCA,CUSCO,A
70705,CUSCO,CHUMBIVILCAS,LIVITACA,CUSCO,A
70706,CUSCO,CHUMBIVILCAS,LLUSCO,CUSCO,A
70707,CUSCO,CHUMBIVILCAS,QUIÑOTA,CUSCO,A
70708,CUSCO,CHUMBIVILCAS,VELILLE,CUSCO,A
70801,CUSCO,ESPINAR,ESPINAR,CUSCO,A
70802,CUSCO,ESPINAR,CONDOROMA,CUSCO,A
70803,CUSCO,ESPINAR,COPORAQUE,CUSCO,A
70804,CUSCO,ESPINAR,OCORURO,CUSCO,A
70805,CUSCO,ESPINAR,PALLPATA,CUSCO,A
70806,CUSCO,ESPINAR,PICHIGUA,CUSCO,A
70807,CUSCO,ESPINAR,SUYCKUTAMBO,CUSCO,A
70808,CUSCO,ESPINAR,ALTO PICHIGUA,CUSCO,A
70901,CUSCO,LA CONVENCION,SANTA ANA,CUSCO,A
70902,CUSCO,LA CONVENCION,ECHARATE,CUSCO,A
70903,CUSCO,LA CONVENCION,HUAYOPATA,CUSCO,A
70904,CUSCO,LA CONVENCION,MARANURA,CUSCO,A
70905,CUSCO,LA CONVENCION,OCOBAMBA,CUSCO,A
70908,CUSCO,LA CONVENCION,QUELLOUNO,CUSCO,A
70909,CUSCO,LA CONVENCION,QUIMBIRI,CUSCO,A
70906,CUSCO,LA CONVENCION,SANTA TERESA,CUSCO,A
70907,CUSCO,LA CONVENCION,VILCABAMBA,CUSCO,A
70910,CUSCO,LA CONVENCION,PICHARI,CUSCO,A
70911,CUSCO,LA CONVENCION,INKAWASI,CUSCO,A
70912,CUSCO,LA CONVENCION,VILLA VIRGEN,CUSCO,A
70913,CUSCO,LA CONVENCION,VILLA KINTIARINA,CUSCO,A
70915,CUSCO,LA CONVENCION,MEGANTONI,CUSCO,A
71001,CUSCO,PARURO,PARURO,CUSCO,A
71002,CUSCO,PARURO,ACCHA,CUSCO,A
71003,CUSCO,PARURO,CCAPI,CUSCO,A
71004,CUSCO,PARURO,COLCHA,CUSCO,A
71005,CUSCO,PARURO,HUANOQUITE,CUSCO,A
71006,CUSCO,PARURO,OMACHA,CUSCO,A
71008,CUSCO,PARURO,PACCARITAMBO,CUSCO,A
