ubigeoReniec,department,province,district,region,status
120107,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,LA LIBERTAD,A
120801,LA LIBERTAD,ASCOPE,ASCOPE,LA LIBERTAD,A
120802,LA LIBERTAD,ASCOPE,CHICAMA,LA LIBERTAD,A
120803,LA LIBERTAD,ASCOPE,CHOCOPE,LA LIBERTAD,A
120805,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,LA LIBERTAD,A
120806,LA LIBERTAD,ASCOPE,PAIJAN,LA LIBERTAD,A
120807,LA LIBERTAD,ASCOPE,RAZURI,LA LIBERTAD,A
120804,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,LA LIBERTAD,A
120808,LA LIBERTAD,ASCOPE,CASA GRANDE,LA LIBERTAD,A
120201,LA LIBERTAD,BOLIVAR,BOLIVAR,LA LIBERTAD,A
120202,LA LIBERTAD,BOLIVAR,BAMBAMARCA,LA LIBERTAD,A
120203,LA LIBERTAD,BOLIVAR,CONDORMARCA,LA LIBERTAD,A
120204,LA LIBERTAD,BOLIVAR,LONGOTEA,LA LIBERTAD,A
120206,LA LIBERTAD,BOLIVAR,UCHUMARCA,LA LIBERTAD,A
120205,LA LIBERTAD,BOLIVAR,UCUNCHA,LA LIBERTAD,A
120901,LA LIBERTAD,CHEPEN,CHEPEN,LA LIBERTAD,A
120902,LA LIBERTAD,CHEPEN,PACANGA,LA LIBERTAD,A
120903,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,LA LIBERTAD,A
121001,LA LIBERTAD,JULCAN,JULCAN,LA LIBERTAD,A
121003,LA LIBERTAD,JULCAN,CALAMARCA,LA LIBERTAD,A
121002,LA LIBERTAD,JULCAN,CARABAMBA,LA LIBERTAD,A
121004,LA LIBERTAD,JULCAN,HUASO,LA LIBERTAD,A
120401,LA LIBERTAD,OTUZCO,OTUZCO,LA LIBERTAD,A
120402,LA LIBERTAD,OTUZCO,AGALLPAMPA,LA LIBERTAD,A
120403,LA LIBERTAD,OTUZCO,CHARAT,LA LIBERTAD,A
120404,LA LIBERTAD,OTUZCO,HUARANCHAL,LA LIBERTAD,A
120405,LA LIBERTAD,OTUZCO,LA CUESTA,LA LIBERTAD,A
120413,LA LIBERTAD,OTUZCO,MACHE,LA LIBERTAD,A
120408,LA LIBERTAD,OTUZCO,PARANDAY,LA LIBERTAD,A
120409,LA LIBERTAD,OTUZCO,SALPO,LA LIBERTAD,A
120410,LA LIBERTAD,OTUZCO,SINSICAP,LA LIBERTAD,A
120411,LA LIBERTAD,OTUZCO,USQUIL,LA LIBERTAD,A
120501,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,LA LIBERTAD,A
120503,LA LIBERTAD,PACASMAYO,GUADALUPE,LA LIBERTAD,A
120504,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,LA LIBERTAD,A
120506,LA LIBERTAD,PACASMAYO,PACASMAYO,LA LIBERTAD,A
120508,LA LIBERTAD,PACASMAYO,SAN JOSE,LA LIBERTAD,A
120601,LA LIBERTAD,PATAZ,TAYABAMBA,LA LIBERTAD,A
120602,LA LIBERTAD,PATAZ,BULDIBUYO,LA LIBERTAD,A
120603,LA LIBERTAD,PATAZ,CHILLIA,LA LIBERTAD,A
120605,LA LIBERTAD,PATAZ,HUANCASPATA,LA LIBERTAD,A
120604,LA LIBERTAD,PATAZ,HUAYLILLAS,LA LIBERTAD,A
120606,LA LIBERTAD,PATAZ,HUAYO,LA LIBERTAD,A
120607,LA LIBERTAD,PATAZ,ONGON,LA LIBERTAD,A
120608,LA LIBERTAD,PATAZ,PARCOY,LA LIBERTAD,A
120609,LA LIBERTAD,PATAZ,PATAZ,LA LIBERTAD,A
120610,LA LIBERTAD,PATAZ,PIAS,LA LIBERTAD,A
120613,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,LA LIBERTAD,A
120611,LA LIBERTAD,PATAZ,TAURIJA,LA LIBERTAD,A
120612,LA LIBERTAD,PATAZ,URPAY,LA LIBERTAD,A
120301,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,LA LIBERTAD,A
120304,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,LA LIBERTAD,A
120302,LA LIBERTAD,SANCHEZ CARRION,COCHORCO,LA LIBERTAD,A
120303,LA LIBERTAD,SANCHEZ CARRION,CURGOS,LA LIBERTAD,A
120305,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,LA LIBERTAD,A
120306,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,LA LIBERTAD,A
120307,LA LIBERTAD,SANCHEZ CARRION,SARIN,LA LIBERTAD,A
120308,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,LA LIBERTAD,A
120701,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,LA LIBERTAD,A
120708,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,LA LIBERTAD,A
120702,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,LA LIBERTAD,A
120703,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,LA LIBERTAD,A
120704,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,LA LIBERTAD,A
120705,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,LA LIBERTAD,A
120706,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,LA LIBERTAD,A
120707,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,LA LIBERTAD,A
121101,LA LIBERTAD,GRAN CHIMU,CASCAS,LA LIBERTAD,A
121102,LA LIBERTAD,GRAN CHIMU,LUCMA,LA LIBERTAD,A
121103,LA LIBERTAD,GRAN CHIMU,MARMOT,LA LIBERTAD,A
121104,LA LIBERTAD,GRAN CHIMU,SAYAPULLO,LA LIBERTAD,A
121201,LA LIBERTAD,VIRU,VIRU,LA LIBERTAD,A
121202,LA LIBERTAD,VIRU,CHAO,LA LIBERTAD,A
121203,LA LIBERTAD,VIRU,GUADALUPITO,LA LIBERTAD,A
130101,LAMBAYEQUE,CHICLAYO,CHICLAYO,LAMBAYEQUE,A
130102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,LAMBAYEQUE,A
130103,LAMBAYEQUE,CHICLAYO,ETEN,LAMBAYEQUE,A
130104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,LAMBAYEQUE,A
130112,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,LAMBAYEQUE,A
130115,LAMBAYEQUE,CHICLAYO,LA VICTORIA,LAMBAYEQUE,A
130105,LAMBAYEQUE,CHICLAYO,LAGUNAS,LAMBAYEQUE,A
130106,LAMBAYEQUE,CHICLAYO,MONSEFU,LAMBAYEQUE,A
130107,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,LAMBAYEQUE,A
130108,LAMBAYEQUE,CHICLAYO,OYOTUN,LAMBAYEQUE,A
130109,LAMBAYEQUE,CHICLAYO,PICSI,LAMBAYEQUE,A
130110,LAMBAYEQUE,CHICLAYO,PIMENTEL,LAMBAYEQUE,A
130111,LAMBAYEQUE,CHICLAYO,REQUE,LAMBAYEQUE,A
130113,LAMBAYEQUE,CHICLAYO,SANTA ROSA,LAMBAYEQUE,A
130114,LAMBAYEQUE,CHICLAYO,SAÑA,LAMBAYEQUE,A
130116,LAMBAYEQUE,CHICLAYO,CAYALTI,LAMBAYEQUE,A
130117,LAMBAYEQUE,CHICLAYO,PATAPO,LAMBAYEQUE,A
130118,LAMBAYEQUE,CHICLAYO,POMALCA,LAMBAYEQUE,A
130119,LAMBAYEQUE,CHICLAYO,PUCALA,LAMBAYEQUE,A
130120,LAMBAYEQUE,CHICLAYO,TUMAN,LAMBAYEQUE,A
130201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,LAMBAYEQUE,A
130203,LAMBAYEQUE,FERREÑAFE,CAÑARIS,LAMBAYEQUE,A
130202,LAMBAYEQUE,FERREÑAFE,INCAHUASI,LAMBAYEQUE,A
130206,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,LAMBAYEQUE,A
130204,LAMBAYEQUE,FERREÑAFE,PITIPO,LAMBAYEQUE,A
130205,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,LAMBAYEQUE,A
130301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,A
130302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,LAMBAYEQUE,A
130303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,LAMBAYEQUE,A
130304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LAMBAYEQUE,A
130305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,LAMBAYEQUE,A
130306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,LAMBAYEQUE,A
130307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,LAMBAYEQUE,A
130308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,LAMBAYEQUE,A
130309,LAMBAYEQUE,LAMBAYEQUE,PACORA,LAMBAYEQUE,A
130310,LAMBAYEQUE,LAMBAYEQUE,SALAS,LAMBAYEQUE,A
130311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,LAMBAYEQUE,A
130312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,LAMBAYEQUE,A
140101,LIMA,LIMA,LIMA,LIMA PROVINCIA,A
140102,LIMA,LIMA,ANCON,LIMA PROVINCIA,A
140103,LIMA,LIMA,ATE,LIMA PROVINCIA,A
140125,LIMA,LIMA,BARRANCO,LIMA PROVINCIA,A
140104,LIMA,LIMA,BREÑA,LIMA PROVINCIA,A
140105,LIMA,LIMA,CARABAYLLO,LIMA PROVINCIA,A
140107,LIMA,LIMA,CHACLACAYO,LIMA PROVINCIA,A
140108,LIMA,LIMA,CHORRILLOS,LIMA PROVINCIA,A
140139,LIMA,LIMA,CIENEGUILLA,LIMA PROVINCIA,A
140106,LIMA,LIMA,COMAS,LIMA PROVINCIA,A
140135,LIMA,LIMA,EL AGUSTINO,LIMA PROVINCIA,A
140134,LIMA,LIMA,INDEPENDENCIA,LIMA PROVINCIA,A
140133,LIMA,LIMA,JESUS MARIA,LIMA PROVINCIA,A
140110,LIMA,LIMA,LA MOLINA,LIMA PROVINCIA,A
140109,LIMA,LIMA,LA VICTORIA,LIMA PROVINCIA,A
140111,LIMA,LIMA,LINCE,LIMA PROVINCIA,A
140142,LIMA,LIMA,LOS OLIVOS,LIMA PROVINCIA,A
140112,LIMA,LIMA,LURIGANCHO,LIMA PROVINCIA,A
140113,LIMA,LIMA,LURIN,LIMA PROVINCIA,A
140114,LIMA,LIMA,MAGDALENA DEL MAR,LIMA PROVINCIA,A
140117,LIMA,LIMA,PUEBLO LIBRE,LIMA PROVINCIA,A
140115,LIMA,LIMA,MIRAFLORES,LIMA PROVINCIA,A
140116,LIMA,LIMA,PACHACAMAC,LIMA PROVINCIA,A
140118,LIMA,LIMA,PUCUSANA,LIMA PROVINCIA,A
140119,LIMA,LIMA,PUENTE PIEDRA,LIMA PROVINCIA,A
140120,LIMA,LIMA,PUNTA HERMOSA,LIMA PROVINCIA,A
140121,LIMA,LIMA,PUNTA NEGRA,LIMA PROVINCIA,A
140122,LIMA,LIMA,RIMAC,LIMA PROVINCIA,A
140123,LIMA,LIMA,SAN BARTOLO,LIMA PROVINCIA,A
140140,LIMA,LIMA,SAN BORJA,LIMA PROVINCIA,A
140124,LIMA,LIMA,SAN ISIDRO,LIMA PROVINCIA,A
140137,LIMA,LIMA,SAN JUAN DE LURIGANCHO,LIMA PROVINCIA,A
140136,LIMA,LIMA,SAN JUAN DE MIRAFLORES,LIMA PROVINCIA,A
140138,LIMA,LIMA,SAN LUIS,LIMA PROVINCIA,A
140126,LIMA,LIMA,SAN MARTIN DE PORRES,LIMA PROVINCIA,A
140127,LIMA,LIMA,SAN MIGUEL,LIMA PROVINCIA,A
140143,LIMA,LIMA,SANTA ANITA,LIMA PROVINCIA,A
140128,LIMA,LIMA,SANTA MARIA DEL MAR,LIMA PROVINCIA,A
140129,LIMA,LIMA,SANTA ROSA,LIMA PROVINCIA,A
140130,LIMA,LIMA,SANTIAGO DE SURCO,LIMA PROVINCIA,A
140131,LIMA,LIMA,SURQUILLO,LIMA PROVINCIA,A
140141,LIMA,LIMA,VILLA EL SALVADOR,LIMA PROVINCIA,A
140132,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,LIMA PROVINCIA,A
140901,LIMA,BARRANCA,BARRANCA,LIMA REGION,A
140902,LIMA,BARRANCA,PARAMONGA,LIMA REGION,A
140903,LIMA,BARRANCA,PATIVILCA,LIMA REGION,A
140904,LIMA,BARRANCA,SUPE,LIMA REGION,A
140905,LIMA,BARRANCA,SUPE PUERTO,LIMA REGION,A
140201,LIMA,CAJATAMBO,CAJATAMBO,LIMA REGION,A
140205,LIMA,CAJATAMBO,COPA,LIMA REGION,A
140206,LIMA,CAJATAMBO,GORGOR,LIMA REGION,A
140207,LIMA,CAJATAMBO,HUANCAPON,LIMA REGION,A
140208,LIMA,CAJATAMBO,MANAS,LIMA REGION,A
140301,LIMA,CANTA,CANTA,LIMA REGION,A
140302,LIMA,CANTA,ARAHUAY,LIMA REGION,A
140303,LIMA,CANTA,HUAMANTANGA,LIMA REGION,A
140304,LIMA,CANTA,HUAROS,LIMA REGION,A
140305,LIMA,CANTA,LACHAQUI,LIMA REGION,A
140306,LIMA,CANTA,SAN BUENAVENTURA,LIMA REGION,A
140307,LIMA,CANTA,SANTA ROSA DE QUIVES,LIMA REGION,A
140401,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,LIMA REGION,A
140416,LIMA,CAÑETE,ASIA,LIMA REGION,A
140402,LIMA,CAÑETE,CALANGO,LIMA REGION,A
140403,LIMA,CAÑETE,CERRO AZUL,LIMA REGION,A
140405,LIMA,CAÑETE,CHILCA,LIMA REGION,A
140404,LIMA,CAÑETE,COAYLLO,LIMA REGION,A
140406,LIMA,CAÑETE,IMPERIAL,LIMA REGION,A
140407,LIMA,CAÑETE,LUNAHUANA,LIMA REGION,A
140408,LIMA,CAÑETE,MALA,LIMA REGION,A
140409,LIMA,CAÑETE,NUEVO IMPERIAL,LIMA REGION,A
140410,LIMA,CAÑETE,PACARAN,LIMA REGION,A
140411,LIMA,CAÑETE,QUILMANA,LIMA REGION,A
140412,LIMA,CAÑETE,SAN ANTONIO,LIMA REGION,A
140413,LIMA,CAÑETE,SAN LUIS,LIMA REGION,A
140414,LIMA,CAÑETE,SANTA CRUZ DE FLORES,LIMA REGION,A
140415,LIMA,CAÑETE,ZUÑIGA,LIMA REGION,A
140801,LIMA,HUARAL,HUARAL,LIMA REGION,A
140802,LIMA,HUARAL,ATAVILLOS ALTO,LIMA REGION,A
140803,LIMA,HUARAL,ATAVILLOS BAJO,LIMA REGION,A
140804,LIMA,HUARAL,AUCALLAMA,LIMA REGION,A
140805,LIMA,HUARAL,CHANCAY,LIMA REGION,A
140806,LIMA,HUARAL,IHUARI,LIMA REGION,A
140807,LIMA,HUARAL,LAMPIAN,LIMA REGION,A
140808,LIMA,HUARAL,PACARAOS,LIMA REGION,A
140809,LIMA,HUARAL,SAN MIGUEL DE ACOS,LIMA REGION,A
140811,LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA,LIMA REGION,A
140812,LIMA,HUARAL,SUMBILCA,LIMA REGION,A
140810,LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,LIMA REGION,A
140601,LIMA,HUAROCHIRI,MATUCANA,LIMA REGION,A
140602,LIMA,HUAROCHIRI,ANTIOQUIA,LIMA REGION,A
140603,LIMA,HUAROCHIRI,CALLAHUANCA,LIMA REGION,A
140604,LIMA,HUAROCHIRI,CARAMPOMA,LIMA REGION,A
140607,LIMA,HUAROCHIRI,CHICLA,LIMA REGION,A
140606,LIMA,HUAROCHIRI,CUENCA,LIMA REGION,A
140630,LIMA,HUAROCHIRI,HUACHUPAMPA,LIMA REGION,A
140608,LIMA,HUAROCHIRI,HUANZA,LIMA REGION,A
140609,LIMA,HUAROCHIRI,HUAROCHIRI,LIMA REGION,A
140610,LIMA,HUAROCHIRI,LAHUAYTAMBO,LIMA REGION,A
140611,LIMA,HUAROCHIRI,LANGA,LIMA REGION,A
140631,LIMA,HUAROCHIRI,LARAOS,LIMA REGION,A
140612,LIMA,HUAROCHIRI,MARIATANA,LIMA REGION,A
140613,LIMA,HUAROCHIRI,RICARDO PALMA,LIMA REGION,A
140614,LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,LIMA REGION,A
140615,LIMA,HUAROCHIRI,SAN ANTONIO,LIMA REGION,A
140616,LIMA,HUAROCHIRI,SAN BARTOLOME,LIMA REGION,A
140617,LIMA,HUAROCHIRI,SAN DAMIAN,LIMA REGION,A
140632,LIMA,HUAROCHIRI,SAN JUAN DE IRIS,LIMA REGION,A
140619,LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,LIMA REGION,A
140620,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,LIMA REGION,A
140621,LIMA,HUAROCHIRI,SAN MATEO,LIMA REGION,A
140622,LIMA,HUAROCHIRI,SAN MATEO DE OTAO,LIMA REGION,A
140605,LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,LIMA REGION,A
140623,LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,LIMA REGION,A
140618,LIMA,HUAROCHIRI,SANGALLAYA,LIMA REGION,A
140624,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,LIMA REGION,A
140625,LIMA,HUAROCHIRI,SANTA EULALIA,LIMA REGION,A
140626,LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,LIMA REGION,A
140627,LIMA,HUAROCHIRI,SANTIAGO DE TUNA,LIMA REGION,A
140628,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,LIMA REGION,A
140629,LIMA,HUAROCHIRI,SURCO,LIMA REGION,A
140501,LIMA,HUAURA,HUACHO,LIMA REGION,A
140502,LIMA,HUAURA,AMBAR,LIMA REGION,A
140504,LIMA,HUAURA,CALETA DE CARQUIN,LIMA REGION,A
140505,LIMA,HUAURA,CHECRAS,LIMA REGION,A
140506,LIMA,HUAURA,HUALMAY,LIMA REGION,A
140507,LIMA,HUAURA,HUAURA,LIMA REGION,A
140508,LIMA,HUAURA,LEONCIO PRADO,LIMA REGION,A
140509,LIMA,HUAURA,PACCHO,LIMA REGION,A
140511,LIMA,HUAURA,SANTA LEONOR,LIMA REGION,A
140512,LIMA,HUAURA,SANTA MARIA,LIMA REGION,A
140513,LIMA,HUAURA,SAYAN,LIMA REGION,A
140516,LIMA,HUAURA,VEGUETA,LIMA REGION,A
141001,LIMA,OYON,OYON,LIMA REGION,A
141004,LIMA,OYON,ANDAJES,LIMA REGION,A
141003,LIMA,OYON,CAUJUL,LIMA REGION,A
141006,LIMA,OYON,COCHAMARCA,LIMA REGION,A
141002,LIMA,OYON,NAVAN,LIMA REGION,A
141005,LIMA,OYON,PACHANGARA,LIMA REGION,A
140701,LIMA,YAUYOS,YAUYOS,LIMA REGION,A
140702,LIMA,YAUYOS,ALIS,LIMA REGION,A
140703,LIMA,YAUYOS,AYAUCA,LIMA REGION,A
140704,LIMA,YAUYOS,AYAVIRI,LIMA REGION,A
140705,LIMA,YAUYOS,AZANGARO,LIMA REGION,A
140706,LIMA,YAUYOS,CACRA,LIMA REGION,A
140707,LIMA,YAUYOS,CARANIA,LIMA REGION,A
140733,LIMA,YAUYOS,CATAHUASI,LIMA REGION,A
140710,LIMA,YAUYOS,CHOCOS,LIMA REGION,A
140708,LIMA,YAUYOS,COCHAS,LIMA REGION,A
140709,LIMA,YAUYOS,COLONIA,LIMA REGION,A
140730,LIMA,YAUYOS,HONGOS,LIMA REGION,A
140711,LIMA,YAUYOS,HUAMPARA,LIMA REGION,A
140712,LIMA,YAUYOS,HUANCAYA,LIMA REGION,A
140713,LIMA,YAUYOS,HUANGASCAR,LIMA REGION,A
140714,LIMA,YAUYOS,HUANTAN,LIMA REGION,A
140715,LIMA,YAUYOS,HUAÑEC,LIMA REGION,A
140716,LIMA,YAUYOS,LARAOS,LIMA REGION,A
140717,LIMA,YAUYOS,LINCHA,LIMA REGION,A
140731,LIMA,YAUYOS,MADEAN,LIMA REGION,A
140718,LIMA,YAUYOS,MIRAFLORES,LIMA REGION,A
140719,LIMA,YAUYOS,OMAS,LIMA REGION,A
140732,LIMA,YAUYOS,PUTINZA,LIMA REGION,A
140720,LIMA,YAUYOS,QUINCHES,LIMA REGION,A
140721,LIMA,YAUYOS,QUINOCAY,LIMA REGION,A
140722,LIMA,YAUYOS,SAN JOAQUIN,LIMA REGION,A
140723,LIMA,YAUYOS,SAN PEDRO DE PILAS,LIMA REGION,A
140724,LIMA,YAUYOS,TANTA,LIMA REGION,A
140725,LIMA,YAUYOS,TAURIPAMPA,LIMA REGION,A
140727,LIMA,YAUYOS,TOMAS,LIMA REGION,A
140726,LIMA,YAUYOS,TUPE,LIMA REGION,A
140728,LIMA,YAUYOS,VIÑAC,LIMA REGION,A
140729,LIMA,YAUYOS,VITIS,LIMA REGION,A
150101,LORETO,MAYNAS,IQUITOS,LORETO,A
150102,LORETO,MAYNAS,ALTO NANAY,LORETO,A
150103,LORETO,MAYNAS,FERNANDO LORES,LORETO,A
150110,LORETO,MAYNAS,INDIANA,LORETO,A
150104,LORETO,MAYNAS,LAS AMAZONAS,LORETO,A
150105,LORETO,MAYNAS,MAZAN,LORETO,A
150106,LORETO,MAYNAS,NAPO,LORETO,A
150111,LORETO,MAYNAS,PUNCHANA,LORETO,A
150108,LORETO,MAYNAS,TORRES CAUSANA,LORETO,A
150112,LORETO,MAYNAS,BELEN,LORETO,A
150113,LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,A
150201,LORETO,ALTO AMAZONAS,YURIMAGUAS,LORETO,A
150202,LORETO,ALTO AMAZONAS,BALSAPUERTO,LORETO,A
150205,LORETO,ALTO AMAZONAS,JEBEROS,LORETO,A
150206,LORETO,ALTO AMAZONAS,LAGUNAS,LORETO,A
230201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,TUMBES,A
230202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,TUMBES,A
230203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,TUMBES,A
230301,TUMBES,ZARUMILLA,ZARUMILLA,TUMBES,A
230304,TUMBES,ZARUMILLA,AGUAS VERDES,TUMBES,A
230302,TUMBES,ZARUMILLA,MATAPALO,TUMBES,A
230303,TUMBES,ZARUMILLA,PAPAYAL,TUMBES,A
250101,UCAYALI,CORONEL PORTILLO,CALLERIA,UCAYALI,A
250104,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,UCAYALI,A
250105,UCAYALI,CORONEL PORTILLO,IPARIA,UCAYALI,A
250103,UCAYALI,CORONEL PORTILLO,MASISEA,UCAYALI,A
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,UCAYALI,A
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,UCAYALI,A
250107,UCAYALI,CORONEL PORTILLO,MANANTAY,UCAYALI,A
250301,UCAYALI,ATALAYA,RAYMONDI,UCAYALI,A
250304,UCAYALI,ATALAYA,SEPAHUA,UCAYALI,A
250302,UCAYALI,ATALAYA,TAHUANIA,UCAYALI,A
250303,UCAYALI,ATALAYA,YURUA,UCAYALI,A
250201,UCAYALI,PADRE ABAD,PADRE ABAD,UCAYALI,A
250202,UCAYALI,PADRE ABAD,IRAZOLA,UCAYALI,A
250203,UCAYALI,PADRE ABAD,CURIMANA,UCAYALI,A
250204,UCAYALI,PADRE ABAD,NESHUYA,UCAYALI,A
250205,UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,UCAYALI,A
250401,UCAYALI,PURUS,PURUS,UCAYALI,A
50314,AYACUCHO,HUANTA,PUTIS,AYACUCHO,A
